title,authors,text,average_rating,ratings_count
3rd Degree,jamespatterson andrewgross,"['jamespatterson', 'andrewgross', 'fiction', 'james', 'pattersons', 'shockingly', 'suspenseful', 'new', 'york', 'time', 'bestseller', 'one', 'member', 'woman', 'murder', 'club', 'hiding', 'secret', 'dangerous', 'could', 'destroy', 'one', 'james', 'pattersons', 'best', 'loved', 'heroine', 'die', 'detective', 'lindsay', 'boxer', 'jogging', 'along', 'beautiful', 'san', 'francisco', 'street', 'fiery', 'explosion', 'rip', 'neighborhood', 'lindsay', 'plunge', 'inside', 'search', 'survivor', 'find', 'three', 'people', 'dead', 'lost', 'infant', 'mysterious', 'message', 'scene', 'leaf', 'lindsay', 'san', 'francisco', 'police', 'department', 'completely', 'baffled', 'prominent', 'businessman', 'found', 'murdered', 'bizarre', 'circumstance', 'another', 'mysterious', 'message', 'left', 'behind', 'killer', 'lindsay', 'asks', 'friend', 'claire', 'washburn', 'medical', 'examiner', 'office', 'assistant', 'da', 'jill', 'bernhardt', 'chronicle', 'reporter', 'cindy', 'thomas', 'help', 'figure', 'committing', 'murdersand', 'intent', 'killing', 'someone', 'every', 'three', 'day', 'even', 'terrifying', 'killer', 'targeted', 'one', 'four', 'friend', 'call', 'woman', 'murder', 'club', 'one']",4.01,60777.0
Kitty and the Midnight Hour,carrievaughn,"['carrievaughn', 'fiction', 'kitty', 'norville', 'midnightshift', 'dj', 'denver', 'radio', 'stationand', 'werewolf', 'closet', 'sick', 'lame', 'song', 'request', 'accidentally', 'start', 'midnight', 'hour', 'latenight', 'advice', 'show', 'supernaturally', 'disadvantaged', 'desperate', 'vampire', 'werewolf', 'witch', 'across', 'country', 'begin', 'calling', 'share', 'woe', 'new', 'show', 'raging', 'success', 'kitty', 'use', 'help', 'one', 'sexy', 'werewolfhunter', 'homicidal', 'undead', 'tail', 'kitty', 'may', 'bitten', 'chew']",3.66,26939.0
Love Beyond Reason,sandrabrown,"['sandrabrown', 'fiction', 'story', 'reflects', 'trend', 'attitude', 'popular', 'time', 'theme', 'eternal', 'universal', 'romance', 'fiction', 'plot', 'revolves', 'around', 'starcrossed', 'lover', 'moment', 'passion', 'anguish', 'tendernessall', 'integral', 'facet', 'falling', 'love']",3.64,1764.0
The White Wolf's Son,michaelmoorcock,"['michaelmoorcock', 'fiction', 'aspect', 'published', 'previous', 'novel', 'series', 'skrayling', 'tree', 'hardcover', '0446531049', '2003', 'mass', 'market', '0446613401', '704', 'prior', 'novel', 'dreamthiefs', 'daughter', 'aspect', 'hardcover', '2001', '0446526185', 'mass', 'market', '2002', '0446611204', 'received', 'praise', 'washington', 'post', 'denver', 'post', 'locus', 'featured', '2001', 'recommended', 'reading', 'list', 'aspect', 'reissued', 'moorcock', 'classic', 'gloriana', 'unfulfilld', 'queen', 'trade', 'paperback', '804', 'gloriana', 'moorcock', 'world', 'fantasy', 'award', 'john', 'w', 'campbell', 'award', 'british', 'fantasy', 'award', 'moorcock', 'elric', 'eternal', 'champion', 'saga', 'optioned', 'universal', 'picture', 'chris', 'paul', 'weitz', 'american', 'pie', 'producing', 'michael', 'moorcock', 'vanguard', 'author', 'editor', 'journalist', 'critic', 'rock', 'musician', 'editor', 'controversial', 'magazine', 'new', 'world', 'member', 'science', 'fiction', 'fantasy', 'hall', 'fame', 'moorcock', 'guardian', 'fiction', 'prize', 'nebula', 'award', 'world', 'fantasy', 'award', 'british', 'fantasy', 'award', 'among', 'others']",3.86,272.0
The Angel Experiment,jamespatterson,"['jamespatterson', 'fiction', 'james', 'pattersons', 'blockbuster', 'series', 'fourteenyearold', 'maximum', 'ride', 'better', 'known', 'max', 'know', 'like', 'soar', 'world', 'member', 'flockfang', 'iggy', 'nudge', 'gasman', 'angelare', 'like', 'ordinary', 'kidsonly', 'wing', 'fly', 'may', 'seem', 'like', 'dream', 'come', 'true', 'life', 'morph', 'living', 'nightmare', 'timelike', 'angel', 'youngest', 'member', 'flock', 'kidnapped', 'taken', 'back', 'school', 'others', 'experimented', 'crew', 'wack', 'job', 'friend', 'brave', 'journey', 'blazing', 'hot', 'death', 'valley', 'ca', 'save', 'angel', 'soon', 'enough', 'find', 'yet', 'another', 'nightmarethis', 'one', 'involving', 'fighting', 'halfhuman', 'halfwolf', 'eraser', 'new', 'york', 'city', 'whether', 'treetop', 'central', 'park', 'bowel', 'manhattan', 'subway', 'system', 'max', 'adopted', 'family', 'take', 'ride', 'life', 'along', 'way', 'max', 'discovers', 'old', 'friend', 'fatherfigure', 'jebnow', 'betrayed', 'greatest', 'enemythat', 'purpose', 'save', 'worldbut']",4.08,184133.0
Curries Without Worries,sudhakoul,"['sudhakoul', 'cooking', 'thorough', 'accessible', 'guide', 'indian', 'cuisine', 'explains', 'spice', 'seasoning', 'offer', 'sixtyfive', 'simple', 'easytoprepare', 'recipe', 'vegetarian', 'nonvegetarian', 'curry', 'roast', 'kebab', 'reprint']",3.98,35.0
One L,scottturow,"['scottturow', 'law', 'newsweek', 'call', 'extraordinarily', 'canny', 'empathetic', 'observer', 'bestseller', 'bestseller', 'turow', 'us', 'background', 'lawyer', 'create', 'suspense', 'fiction', 'authentic', 'read', 'hammering', 'impact', 'fact', 'became', 'worldwide', 'sensation', 'scott', 'turow', 'wrote', 'book', 'entirely', 'true', 'account', 'searing', 'indoctrination', 'field', 'law', 'called', 'first', 'year', 'law', 'school', 'intellectual', 'emotional', 'ordeal', 'grueling', 'ensures', 'fittest', 'survive', 'scott', 'turow', 'take', 'inside', 'oldest', 'prestigious', 'law', 'school', 'country', 'becomes', 'one', 'l', 'entering', 'student', 'known', 'harvard', 'law', 'school', 'book', 'became', 'national', 'bestseller', 'law', 'school', 'primer', 'classic', 'autobiography', 'brings', 'life', 'fascinating', 'shocking', 'reality', 'first', 'year', 'provocative', 'riveting', 'one', 'l', 'reveals', 'experience', 'directly', 'combat', 'zone', 'humiliation', 'triumph', 'hazings', 'betrayal', 'challenge', 'make', 'lawyerand', 'forever', 'change', 'turows', 'mind', 'test', 'principle', 'expose', 'heart']",3.66,5872.0
When the Wind Blows,jamespatterson,"['jamespatterson', 'fiction', 'frannie', 'oneill', 'young', 'talented', 'veterinarian', 'living', 'colorado', 'plagued', 'mysterious', 'murder', 'husband', 'david', 'local', 'doctor', 'frannie', 'throw', 'work', 'long', 'another', 'bizarre', 'murder', 'occurs', 'kit', 'harrison', 'troubled', 'unconventional', 'fbi', 'agent', 'arrives', 'doorstep', 'late', 'one', 'night', 'near', 'wood', 'animal', 'hospital', 'frannie', 'stumble', 'upon', 'strange', 'astonishing', 'phenomenon', 'change', 'course', 'life', 'forever', 'name', 'max', 'breathtaking', 'energy', 'elevenyearold', 'max', 'lead', 'frannie', 'kit', 'uncover', 'one', 'diabolical', 'inhuman', 'plot', 'modern', 'science', 'wind', 'blow', 'unique', 'story', 'ever', 'told', 'filled', 'suspense', 'passion']",3.92,41994.0
"The Autobiography of Martin Luther King, Jr.",claybornecarson,"['claybornecarson', 'biography', 'autobiography', 'knowledge', 'spirit', 'good', 'humor', 'passion', 'autobiography', 'martin', 'luther', 'king', 'jr', 'brings', 'life', 'remarkable', 'man', 'whose', 'thought', 'action', 'speak', 'burning', 'contemporary', 'issue', 'still', 'inspire', 'desire', 'hope', 'dream', 'u', 'written', 'word', 'historymaking', 'autobiography', 'martin', 'luther', 'king', 'mildmannered', 'inquisitive', 'child', 'student', 'chafed', 'eventually', 'rebelled', 'segregation', 'dedicated', 'young', 'minister', 'continually', 'questioned', 'depth', 'faith', 'limit', 'wisdom', 'loving', 'husband', 'father', 'sought', 'balance', 'family', 'need', 'growing', 'nationwide', 'movement', 'reflective', 'worldfamous', 'leader', 'fired', 'vision', 'equality', 'people', 'everywhere', 'relevant', 'insightful', 'autobiography', 'martin', 'luther', 'king', 'jr', 'offer', 'king', 'seldom', 'disclosed', 'view', 'world', 'greatest', 'controversial', 'figure', 'john', 'f', 'kennedy', 'malcolm', 'x', 'lyndon', 'b', 'johnson', 'mahatma', 'gandhi', 'richard', 'nixon', 'also', 'paint', 'rich', 'moving', 'portrait', 'people', 'time', 'nation', 'face', 'powerful', 'change', 'finally', 'show', 'everyday', 'american', 'walk', 'life', 'confronted', 'burden', 'pastand', 'fear', 'courage', 'helped', 'shape', 'future']",4.34,13079.0
Hope is the Thing with Feathers,christophercokinos,"['christophercokinos', 'nature', 'present', 'history', 'six', 'extinct', 'north', 'american', 'bird', 'killed', 'attempted', 'protect', 'discus', 'learned', 'loss', 'save', 'today', 'endangered', 'wildlife']",4.21,294.0
Cane River,lalitatademy,"['lalitatademy', 'fiction', 'new', 'york', 'time', 'bestseller', 'oprahs', 'book', 'club', 'pickthe', 'unique', 'deeply', 'moving', 'epic', 'four', 'generation', 'africanamerican', 'woman', 'based', 'one', 'family', 'ancestral', 'past']",4.05,41627.0
Plum Island,nelsondemille,"['nelsondemille', 'fiction', 'hairraising', 'suspense', 'general', 'daughter', 'wry', 'wit', 'gold', 'coastthis', 'vintage', 'nelson', 'demille', 'peak', 'originality', 'height', 'powerswounded', 'line', 'duty', 'nypd', 'homicide', 'cop', 'john', 'corey', 'convalescing', 'rural', 'eastern', 'long', 'island', 'attractive', 'young', 'couple', 'know', 'found', 'shot', 'death', 'family', 'patio', 'victim', 'biologist', 'plum', 'island', 'research', 'site', 'rumored', 'incubator', 'germ', 'warfaresuddenly', 'local', 'double', 'murder', 'take', 'shattering', 'global', 'implication', 'thrust', 'corey', 'two', 'extraordinary', 'woman', 'dangerous', 'search', 'secret', 'plum', 'island']",4.04,34296.0
Gloriana,michaelmoorcock,"['michaelmoorcock', 'fiction', 'fable', 'satirizing', 'spenser', 'fairie', 'queen', 'reflecting', 'real', 'life', 'elizabeth', 'tell', 'woman', 'ascends', 'throne', 'upon', 'death', 'debauched', 'corrupted', 'father', 'king', 'hern', 'glorianas', 'reign', 'brings', 'empire', 'albion', 'golden', 'age', 'oppressive', 'responsibility', 'choke', 'prohibiting', 'form', 'sexual', 'satisfaction', 'matter', 'fetish', 'try', 'problem', 'fact', 'symbolic', 'hypocrisy', 'entire', 'court', 'life', 'meant', 'mirror', 'nation', 'image', 'purity', 'virtue', 'enlightenment', 'prosperity', 'truth', 'peaceful', 'empire', 'kept', 'secure', 'wicked', 'chancellor', 'monfallcon', 'corrupt', 'network', 'spy', 'murderer', 'sinister', 'captain', 'quire', 'commissioned', 'seduce', 'gloriana', 'thus', 'bring', 'albion', 'entire', 'empire']",3.64,1699.0
The War of Art,stevenpressfield,"['stevenpressfield', 'selfhelp', 'art', 'war', 'meet', 'artist', 'way', 'nononsense', 'profoundly', 'inspiring', 'guide', 'overcoming', 'creative', 'block', 'every', 'kind']",4.02,46883.0
The Daily Show with Jon Stewart Presents America (The Book) Teacher's Edition,jonstewart thewritersofthedailyshow,"['jonstewart', 'thewritersofthedailyshow', 'humor', 'everyone', 'cheap', 'buy', 'hardcover', 'blockbuster', 'awardwinning', 'new', 'york', 'time', 'bestseller', 'trade', 'paperbackwith', 'new', 'introduction', 'fully', 'updated', 'equally', 'unsettling', 'nude', 'photo', 'newest', 'supreme', 'court', 'justice', 'text', 'corrected', 'reputable', 'college', 'professor', 'could', 'findaffordincludinghistorical', 'inaccuracy', 'gross', 'distortion', 'complete', 'fabricationscorrected', 'reallife', 'bearded', 'college', 'professor']",4.02,1819.0
Feynman's Rainbow,leonardmlodinow,"['leonardmlodinow', 'science', 'young', 'physicist', 'leonard', 'mlodinow', 'looked', 'guidance', 'mentor', 'nobel', 'prizewinning', 'physicist', 'richard', 'feynman', 'drawing', 'transcript', 'meeting', 'time', 'together', 'cal', 'tech', 'mlodinow', 'share', 'feynman', 'provocative', 'thought', 'observation', 'moving', 'portrait', 'friendship', 'affecting', 'account', 'feynman', 'final', 'creative', 'year', 'book', 'celebrates', 'inspiring', 'legacy', 'one', 'greatest', 'thinker', 'time']",4.0,2635.0
Three Weeks with My Brother,nicholassparks micahsparks,"['nicholassparks', 'micahsparks', 'biography', 'autobiography', 'moving', 'bestselling', 'work', 'fiction', 'nicholas', 'spark', 'unique', 'memoir', 'written', 'brother', 'chronicle', 'lifeaffirming', 'journey', 'two', 'brother', 'bound', 'memory', 'humorous', 'tragicin', 'january', '2003', 'nicholas', 'spark', 'brother', 'micah', 'set', 'threeweek', 'trip', 'around', 'globe', 'mark', 'milestone', 'life', 'thirtyseven', 'thirtyeight', 'respectively', 'surviving', 'member', 'family', 'backdrop', 'wonder', 'world', 'often', 'overtaken', 'feeling', 'daredevil', 'micah', 'serious', 'introspective', 'nicholas', 'recalled', 'rambunctious', 'childhood', 'adventure', 'tragedy', 'tested', 'faith', 'process', 'discovered', 'startling', 'truth', 'loss', 'love', 'hopenarrated', 'irrepressible', 'humor', 'rare', 'candor', 'including', 'personal', 'photo', 'three', 'week', 'brother', 'reminds', 'u', 'embrace', 'life', 'uncertaintiesand', 'cherish', 'joyful', 'time', 'small', 'momentous', 'wonderful', 'people', 'make', 'possible']",4.02,35997.0
Sister Freaks,rebeccastjames,"['rebeccastjames', 'religion', 'bestselling', 'author', 'awardwinning', 'singer', 'rebecca', 'st', 'james', 'brings', 'together', 'group', 'inspirational', 'true', 'story', 'young', 'woman', 'gave', 'jesus']",4.11,485.0
Strip Tease,carlhiaasen,"['carlhiaasen', 'fiction', 'murder', 'politics', 'gstrings', 'collide', 'caper', 'bestselling', 'author', 'tourist', 'season', 'hilarity', 'chaos', 'break', 'strip', 'joint', 'bachelor', 'party', 'get', 'hand', 'making', 'drunken', 'guest', 'honor', 'threat', 'big', 'money', 'big', 'government']",3.84,12108.0
The Guardian,nicholassparks,"['nicholassparks', 'fiction', 'julie', 'barensons', 'young', 'husband', 'left', 'two', 'unexpected', 'gift', 'died', 'great', 'dane', 'puppy', 'named', 'singer', 'promise', 'would', 'always', 'watching', 'four', 'year', 'passed', 'still', 'living', 'small', 'town', 'swansboro', 'north', 'carolina', 'twentynineyearold', 'julie', 'emotionally', 'ready', 'make', 'commitment', 'someone', 'richard', 'franklin', 'handsome', 'sophisticated', 'engineer', 'treat', 'like', 'queen', 'mike', 'harris', 'downtoearth', 'nice', 'guy', 'husband', 'best', 'friend', 'choosing', 'one', 'bring', 'happiness', 'shes', 'year', 'instead', 'julie', 'soon', 'fighting', 'life', 'nightmare', 'spawned', 'chilling', 'deception', 'jealousy', 'poisonous', 'become', 'murderous', 'desire']",4.15,144654.0
True Believer,nicholassparks,"['nicholassparks', 'fiction', 'science', 'journalist', 'regular', 'column', 'scientific', 'american', 'jeremy', 'marsh', 'specializes', 'debunking', 'supernatural', 'born', 'skeptic', 'travel', 'small', 'town', 'boone', 'creek', 'north', 'carolina', 'determined', 'find', 'real', 'cause', 'behind', 'ghostly', 'apparition', 'appear', 'town', 'cemetery', 'doesnt', 'plan', 'however', 'falling', 'hopelessly', 'love', 'lexie', 'darnell', 'granddaughter', 'town', 'psychic', 'young', 'lover', 'kind', 'future', 'jeremy', 'must', 'make', 'difficult', 'choice', 'return', 'life', 'know', 'something', 'he', 'never', 'done', 'beforetake', 'giant', 'leap', 'faith']",3.8,66639.0
Fear and Loathing,huntersthompson,"['huntersthompson', 'biography', 'autobiography', 'gonzo', 'political', 'journalist', 'present', 'frankly', 'subjective', 'observation', 'personality', 'political', 'machination', '1972', 'presidential', 'campaign', 'new', 'edition', 'classic', 'account', 'dark', 'side', 'american', 'politics', 'reprint']",4.11,16591.0
The Black Dahlia,jamesellroy,"['jamesellroy', 'fiction', 'january', '15', '1947', 'tortureravished', 'body', 'beautiful', 'young', 'woman', 'found', 'los', 'angeles', 'vacant', 'lot', 'victim', 'make', 'headline', 'black', 'dahliaand', 'begin', 'greatest', 'manhunt', 'california', 'historycaught', 'investigation', 'bucky', 'bleichert', 'lee', 'blanchard', 'warrant', 'squad', 'cop', 'friend', 'rival', 'love', 'woman', 'obsessed', 'dahliadriven', 'dark', 'need', 'know', 'everything', 'past', 'capture', 'killer', 'posse', 'woman', 'even', 'death', 'quest', 'take', 'hellish', 'journey', 'underbelly', 'postwar', 'hollywood', 'core', 'dead', 'girl', 'twisted', 'life', 'past', 'extreme', 'psychesinto', 'region', 'total', 'madness']",3.75,68551.0
Robert Ludlum's (TM) The Arctic Event,robertludlum jameshcobb,"['robertludlum', 'jameshcobb', 'fiction', 'remote', 'island', 'canadian', 'arctic', 'researcher', 'discover', 'wreckage', 'mysterious', 'world', 'war', 'iiera', 'aircraft', 'discovery', 'force', 'russian', 'federation', 'shocking', 'admission', 'unmarked', 'plane', 'soviet', 'strategic', 'bomber', 'disappeared', 'crew', 'fifty', 'year', 'ago', 'carrying', 'two', 'metric', 'ton', 'weaponized', 'anthrax', 'desperate', 'prevent', 'political', 'diplomatic', 'firestorm', 'u', 'president', 'dispatch', 'covertone', 'team', 'led', 'lieutenant', 'colonel', 'jon', 'smith', 'crash', 'site', 'others', 'reached', 'frigid', 'windswept', 'island', 'first', 'including', 'international', 'arm', 'dealer', 'crew', 'vicious', 'mercenary', 'russian', 'lying', 'second', 'even', 'deadlier', 'secret', 'rest', 'within', 'hulk', 'lost', 'bomber', 'secret', 'russian', 'willing', 'kill', 'protect', 'trapped', 'polar', 'wilderness', 'smith', 'team', 'find', 'fighting', 'savage', 'war', 'two', 'frontagainst', 'enemy', 'see', 'another', 'hiding', 'within', 'rank']",4.01,4299.0
The Closers,michaelconnelly,"['michaelconnelly', 'fiction', 'new', 'york', 'time', 'bestseller', 'detective', 'harry', 'bosch', 'join', 'la', 'elite', 'openunsolved', 'unit', 'help', 'piece', 'together', 'mysterious', 'death', 'teenage', 'girl', 'walked', 'away', 'job', 'three', 'year', 'ago', 'harry', 'bosch', 'resist', 'call', 'join', 'elite', 'openunsolved', 'unit', 'mission', 'solve', 'murder', 'whose', 'investigation', 'flawed', 'stalled', 'abandoned', 'la', 'tide', 'crime', 'people', 'openly', 'rooting', 'failure', 'harry', 'catch', 'case', 'teenager', 'dragged', 'death', 'oat', 'mountain', 'trace', 'dna', 'murder', 'weapon', 'smalltime', 'criminal', 'something', 'bigger', 'darker', 'beckons', 'harry', 'must', 'battle', 'fit', 'piece', 'together', 'shaking', 'cage', 'rattling', 'ghost', 'push', 'rule', 'limit', 'expose', 'kind', 'truth', 'shatters', 'life', 'end', 'career', 'keep', 'dead', 'whispering', 'night']",4.12,28571.0
The Haunted Bridge,carolynkeene,"['carolynkeene', 'juvenile', 'fiction', 'nancy', 'drew', 'becomes', 'involved', 'double', 'mystery', 'concerning', 'haunted', 'bridge', 'jewel', 'thief']",3.92,7364.0
Anne of Avonlea,lucymaudmontgomery,"['lucymaudmontgomery', 'juvenile', 'fiction', 'sixteenyearold', 'anne', 'return', 'avonlea', 'teach', 'former', 'school', 'work', 'gain', 'respect', 'pupil', 'much', 'younger']",4.22,79.0
The Mysteries of Sherlock Holmes,sirarthurconandoyle,"['sirarthurconandoyle', 'juvenile', 'fiction', 'amateur', 'detective', 'sherlock', 'holmes', 'master', 'deductive', 'reasoning', 'solves', 'several', 'mystery', 'aid', 'friend', 'dr', 'john', 'watson', 'keepdiggingwatson', 'light', '221', 'baker', 'street', 'damn', 'bright', 'morning', 'watson', 'talk', 'loud', 'elementary', 'dear', 'stfu', 'twitterature', 'world', 'greatest', 'book', 'twenty', 'tweet', 'le']",4.18,120.0
Nancy Drew Starter Set,carolynkeene,"['carolynkeene', 'juvenile', 'fiction', 'specially', 'priced', 'starter', 'set', 'includes', 'six', 'nancy', 'drew', 'favorite', 'secret', 'old', 'clock', 'hidden', 'staircase', 'bungalow', 'mystery', 'mystery', 'lilac', 'inn', 'secret', 'shadow', 'ranch', 'secret', 'red', 'gate', 'farm']",4.25,2579.0
Lara's Leap of Faith,alexandramoss,"['alexandramoss', 'juvenile', 'fiction', 'ellies', 'first', 'term', 'royal', 'ballet', 'school', 'filled', 'excitement', 'hard', 'work', 'homesickness', 'unexpected', 'chance', 'perform', 'new', 'friendship', 'tainted', 'rude', 'hateful', 'behavior', 'lara', 'girl', 'crashed', 'audition']",4.06,151.0
Who Was John F. Kennedy?,yonazeldismcdonough jillweber,"['yonazeldismcdonough', 'jillweber', 'juvenile', 'nonfiction', 'chronicle', 'life', 'president', 'saw', 'america', 'cuban', 'missile', 'crisis', 'established', 'peace', 'corp', 'assassinated', 'first', 'term']",4.19,598.0
Isabelle's Perfect Performance,alexandramoss,"['alexandramoss', 'juvenile', 'fiction', 'second', 'term', 'royal', 'ballet', 'school', 'ellie', 'friend', 'prepare', 'important', 'appraisal', 'dancing', 'also', 'trying', 'get', 'along', 'isabelle', 'unfriendly', 'new', 'girl']",4.05,124.0
Boys Or Ballet?,alexandramoss,"['alexandramoss', 'juvenile', 'fiction', 'luke', 'consumes', 'ellies', 'time', 'cast', 'royal', 'opera', 'house', 'christmas', 'ballet', 'juggling', 'homework', 'friend', 'rehearsal', 'boyfriend', 'becomes', 'difficult', 'must', 'make', 'heartwrenching', 'decision']",3.86,93.0
Who Was Anne Frank?,annabramson,"['annabramson', 'juvenile', 'nonfiction', 'look', 'closely', 'anne', 'frank', 'life', 'secret', 'annex', 'life', 'like', 'hiding', 'nazi', 'legacy', 'diary']",4.26,1763.0
The Gift of Asher Lev,chaimpotok,"['chaimpotok', 'fiction', 'death', 'beloved', 'uncle', 'brings', 'back', 'native', 'brooklyn', 'two', 'decade', 'painter', 'asher', 'lev', 'plunged', 'conflict', 'culture', 'born', 'life', 'forged']",4.15,6071.0
Wartime Lies,louisbegley,"['louisbegley', 'fiction', 'haunting', 'unforgettable', 'novel', 'orphaned', 'boy', 'gallant', 'aunt', 'assuming', 'false', 'identity', 'survive', 'horror', 'war', 'louis', 'begleys', 'extraordinary', 'novel', 'work', 'wisdom', 'lyric', 'power', 'complex', 'terrifying', 'process', 'growing', 'adult', 'world', 'become', 'insane']",3.7,503.0
Naked Came the Manatee,carlhiaasen davebarry elmoreleonard,"['carlhiaasen', 'davebarry', 'elmoreleonard', 'fiction', 'story', 'suspense', 'written', 'serially', 'thirteen', 'florida', 'writersincluding', 'dave', 'barry', 'carl', 'hiaasen', 'elmore', 'leonardfeatures', 'strange', 'occurances', 'riot', 'coconut', 'grove', 'appearance', 'fidel', 'castro']",3.49,2253.0
Murder in Foggy Bottom,margarettruman,"['margarettruman', 'fiction', 'three', 'plane', 'crash', 'bring', 'together', 'effort', 'suave', 'investigator', 'max', 'pauling', 'beautiful', 'birdwatcher', 'shady', 'militia', 'group', 'mystery', 'take', 'reader', 'state', 'department', 'rogue', 'black', 'market', 'russia', 'reprint']",3.7,657.0
Your Oasis on Flame Lake,lornalandvik,"['lornalandvik', 'fiction', 'sleepy', 'town', 'white', 'fall', 'minnesota', 'cadillac', 'salesman', 'dick', 'lindstrom', 'realizes', 'dream', 'open', 'oasis', 'flame', 'lake', 'tiny', 'cabaret', 'club', 'tastefully', 'furnished', 'basement']",3.59,2140.0
The Bride Finder,susancarroll,"['susancarroll', 'fiction', 'madeline', 'breton', 'summoned', 'wizard', 'septimus', 'fitzleger', 'otherwise', 'known', 'bride', 'finder', 'redeem', 'mysterious', 'anatole', 'st', 'leger', 'isolation', 'castle', 'cornwall', 'becomes', 'ensnared', 'illusory', 'world', 'dark', 'force']",3.81,1215.0
A Thread of Grace,marydoriarussell,"['marydoriarussell', 'fiction', 'claudette', 'blum', 'father', 'flee', 'across', 'alp', 'italy', 'jew', 'seeking', 'refuge', 'find', 'open', 'battle', 'ground', 'among', 'nazi', 'allied', 'force', 'resistance', 'fighter', 'ordinary', 'italian', 'struggling', 'survive']",4.02,11450.0
Children of God,marydoriarussell,"['marydoriarussell', 'fiction', 'priest', 'named', 'emilio', 'sandoz', 'embarks', 'quest', 'demystify', 'god', 'providence', 'lead', 'question', 'possibility', 'faith']",4.06,14493.0
Catching Alice,clarenaylor,"['clarenaylor', 'fiction', 'discouraged', 'simultaneous', 'loss', 'job', 'apartment', 'boyfriend', 'twentysomething', 'alice', 'lewis', 'accepts', 'offer', 'american', 'girlfriend', 'tash', 'move', 'los', 'angeles', 'take', 'job', 'glamorous', 'pr', 'firm', 'soon', 'discovers', 'pursued', 'mystery', 'man', 'crossed', 'atlantic', 'woo', 'reissue']",3.35,916.0
A Pirate Looks at Fifty,jimmybuffett,"['jimmybuffett', 'biography', 'autobiography', 'honor', 'fiftieth', 'birthday', 'popular', 'singersongwriter', 'author', 'share', 'reminiscence', 'life', 'tracing', 'odyssey', 'reporter', 'musical', 'success']",3.83,2927.0
Midnight Voices,johnsaul,"['johnsaul', 'fiction', 'caroline', 'two', 'child', 'move', 'new', 'spouse', 'apartment', 'central', 'park', 'west', 'son', 'instinctive', 'misgiving', 'become', 'horrifying', 'reality', 'young', 'girl', 'vanishes', 'carolines', 'daughter', 'begin', 'waste', 'away']",3.75,2696.0
Murder at Ford's Theatre,margarettruman,"['margarettruman', 'fiction', 'body', 'young', 'theatre', 'volunteer', 'named', 'nadia', 'zarinski', 'found', 'dark', 'alley', 'two', 'cop', 'rick', 'klayman', 'moses', 'mo', 'johnson', 'soon', 'discover', 'nadia', 'intern', 'rumored', 'lover', 'influencial', 'rightwing', 'senator', 'plunging', 'world', 'greed', 'corruption']",3.72,592.0
The Changeling,philippacarr,"['philippacarr', 'fiction', 'fictionromancegothic']",3.99,341.0
"Lost Boy, Lost Girl",peterstraub,"['peterstraub', 'fiction', 'bizarre', 'suicide', 'woman', 'disappearance', 'teenage', 'son', 'mark', 'draw', 'boy', 'uncle', 'timothy', 'underhill', 'back', 'hometown', 'millhaven', 'investigation', 'uncovers', 'neighborhood', 'haunted', 'presence', 'serial', 'killer', 'abandoned', 'house', 'whose', 'inhabitant', 'lost', 'girl', 'may', 'lured', 'mark', 'mysterious', 'domain', 'reprint']",3.48,3940.0
Iberia,jamesalbertmichener,"['jamesalbertmichener', 'literary', 'criticism', 'photograph', 'author', 'personal', 'thought', 'recollection', 'enhance', 'informal', 'portrait', 'spanish', 'life', 'culture']",3.7,2067.0
The Bridge at Andau,jamesamichener,"['jamesamichener', 'fiction', 'bridge', 'andau', 'james', 'michener', 'gripping', 'classic', 'nonfiction', 'account', 'doomed', 'uprising', 'searing', 'unforgettable', 'bestselling', 'novel', 'five', 'brief', 'glorious', 'day', 'autumn', '1956', 'hungarian', 'revolution', 'gave', 'people', 'glimpse', 'different', 'kind', 'futureuntil', 'four', 'oclock', 'morning', 'sunday', 'november', 'citizen', 'budapest', 'awoke', 'shattering', 'sound', 'russian', 'tank', 'ravaging', 'street', 'revolution', 'freedom', 'beckoned', 'form', 'small', 'footbridge', 'andau', 'austrian', 'border', 'accident', 'history', 'became', 'harrowing', 'week', 'one', 'important', 'crossing', 'world', 'soul', 'nation', 'fled', 'across', 'unsteady', 'plank', 'bonus', 'edition', 'includes', 'excerpt', 'james', 'michener', 'poland', 'praise', 'bridge', 'andau', 'precise', 'vivid', 'immeasurably', 'stirringthe', 'atlantic', 'monthly', 'dramatic', 'chilling', 'enragingsan', 'francisco', 'chronicle', 'superbkirkus', 'review', 'highly', 'recommended', 'readinglibrary', 'journal']",3.94,1076.0
Drifters,jamesamichener,"['jamesamichener', 'fiction', 'eight', 'wanderer', 'spanning', 'three', 'generation', 'find', 'thrown', 'together', 'spanish', 'resort', 'town', 'torremolinos']",4.04,6037.0
Journey,jamesamichener,"['jamesamichener', 'fiction', '1897', 'four', 'english', 'aristocrat', 'irish', 'servant', 'hazard', 'life', 'along', 'thousand', 'others', 'vain', 'arduous', 'trek', 'across', 'arctic', 'search', 'klondike', 'gold', 'author', 'bestseller', 'mexico', 'reprint']",3.8,1507.0
Driving Force,dickfrancis,"['dickfrancis', 'fiction', 'hitchhiker', 'picked', 'one', 'driver', 'later', 'found', 'murdered', 'exjockey', 'freddie', 'croft', 'owner', 'profitable', 'fleet', 'horse', 'van', 'drawn', 'mystery']",3.96,2548.0
