title,authors,text,average_rating,ratings_count
Darker Than Amber,johndmacdonald,"['johndmacdonald', 'fiction', 'mcgee', 'rescue', 'girl', 'thrown', 'florida', 'bridge']",4.04,2544.0
Asylum,johnsaul,"['johnsaul', 'fiction', 'conclusion', 'serial', 'thriller', 'popular', 'horror', 'writer', 'newspaperman', 'oliver', 'metcalf', 'find', 'key', 'grisly', 'horror', 'afflicting', 'new', 'england', 'town', 'blackstone', 'mysterious', 'package', 'arrives', 'doorstep', 'original']",4.1,908.0
Indian Givers,jmciverweatherford,"['jmciverweatherford', 'history', 'chart', 'wideranging', 'lasting', 'impact', 'native', 'american', 'culture', 'american', 'european', 'society']",4.12,1668.0
The Dragon Doesn't Live Here Anymore,alancohen,"['alancohen', 'body', 'mind', 'spirit', 'author', 'dare', 'present', 'series', 'illuminating', 'essay', 'designed', 'assist', 'reader', 'journey', 'toward', 'spiritual', 'enlightenment', 'fulfilling', 'selfdiscovery', 'reprint']",4.27,165.0
The All-true Travels and Adventures of Lidie Newton,janesmiley,"['janesmiley', 'fiction', 'offer', 'precivil', 'war', 'memoir', 'abolitionist', '1855', 'enters', 'fray', 'kansa', 'freestaters', 'slaveholding', 'missourian']",3.57,2080.0
And I Don't Want to Live this Life,deborahspungen,"['deborahspungen', 'biography', 'autobiography', 'u', 'another', 'horrible', 'headline', 'deborah', 'spungen', 'mother', 'nancy', 'stabbed', 'death', 'chelsea', 'hotel', 'relief', 'tragedy', 'incredible', 'story', 'infant', 'never', 'stopped', 'screaming', 'toddler', 'attacked', 'people', 'teenager', 'addicted', 'drug', 'violence', 'easy', 'sex', 'daughter', 'completely', 'controlwho', 'almost', 'destroyed', 'parent', 'marriage', 'happiness', 'rest', 'family', 'honest', 'movingher', 'painful', 'tale', 'engrossing', 'washington', 'post', 'book', 'world', 'paperback', 'edition']",4.09,4595.0
Davita's Harp,chaimpotok,"['chaimpotok', 'fiction', 'daughter', 'nonbelieving', 'jewish', 'mother', 'nonbelieving', 'gentile', 'fatherdedicated', 'communist', 'bothdavita', 'chandal', 'growing', 'world', 'suffers', 'spanish', 'civil', 'war', 'world', 'war', 'ii', 'turn', 'judaism', 'consolation', 'spiritual', 'sustenance']",3.98,4869.0
The Tin Can Tree,annetyler,"['annetyler', 'fiction', 'following', 'tragic', 'accidental', 'death', 'sixyearold', 'janie', 'rose', 'member', 'pike', 'family', 'including', 'tenyearold', 'brother', 'simon', 'confront', 'grief', 'way', 'reader', 'guide', 'included', 'reissue', '20000', 'first', 'printing']",3.6,2325.0
Rabbit at Rest,johnupdike,"['johnupdike', 'fiction', 'winner', 'pulitzer', 'prize', 'howells', 'medal', 'national', 'book', 'critic', 'circle', 'award', 'john', 'updike', 'fourth', 'final', 'novel', 'harry', '“', 'rabbit', '”', 'angstrom', 'hero', 'acquired', 'florida', 'condo', 'second', 'grandchild', 'troubled', 'overworked', 'heart', 'son', 'nelson', 'behaving', 'erratically', 'daughterinlaw', 'pru', 'sending', 'mixed', 'signal', 'wife', 'janice', 'decides', 'midlife', 'return', 'world', 'work', 'year', '1989', 'reagan', 'debtridden', 'aidsplagued', 'america', 'yield', 'first', 'george', 'bush', 'rabbit', 'explores', 'bleak', 'terrain', 'late', 'middle', 'age', 'looking', 'reason', 'live', 'opportunity', 'make', 'peace', 'remorselessly', 'accumulating', 'past']",3.97,13038.0
The Shining,stephenking,"['stephenking', 'boy', 'danny', 'five', 'year', 'old', 'shiner', 'aglow', 'psychic', 'voltage', 'father', 'becomes', 'caretaker', 'old', 'hotel', 'vision', 'grow', 'control', 'cut', 'blizzard', 'hotel', 'seems', 'develop', 'evil', 'force', 'mysterious', 'guest', 'supposedly', 'empty', 'hotel']",4.21,911271.0
The Dark Half,stephenking,"['stephenking', 'english', 'fiction', 'written', 'author', 'carrie', 'salem', 'lot', 'shining', 'christine', 'novel', 'feature', 'thad', 'beaumont', 'pulitzer', 'prizewinning', 'author', 'developed', 'lucrative', 'thrillerwriting', 'alter', 'ego', 'named', 'george', 'stark', 'stop', 'fun', 'beaumont', 'want', 'kill']",3.76,105027.0
Nightmares and Dreamscapes,stephenking,"['stephenking', 'english', 'fiction', 'collection', 'horror', 'story']",3.93,61981.0
'Salem's Lot,stephenking,"['stephenking', 'fiction', 'salem', 'lot', 'story', 'mundane', 'town', 'siege', 'force', 'darkness', 'considered', 'one', 'terrifying', 'vampire', 'novel', 'ever', 'written', 'cunningly', 'probe', 'shadow', 'human', 'heart', 'insular', 'evil', 'smalltown', 'america']",4.01,399.0
The Dead Zone,stephenking,"['stephenking', 'fiction', 'four', 'half', 'year', 'coma', 'johnny', 'smith', 'awakens', 'knowledge', 'death', 'zone', 'ability', 'see', 'future', 'horrible', 'power', 'want', 'escape']",3.92,145883.0
Fools Die,mariopuzo,"['mariopuzo', 'fiction', 'merlyn', 'brother', 'artie', 'find', 'immersed', 'corruption', 'violence', 'navigate', 'world', 'gambling', 'publishing', 'film', 'industry']",3.71,5017.0
I Never Promised You a Rose Garden,joannegreenberg,"['joannegreenberg', 'mental', 'illness', 'chronicle', 'threeyear', 'battle', 'mentally', 'ill', 'perceptive', 'teenage', 'girl', 'world', 'creation', 'emphasizing', 'relationship', 'doctor', 'gave', 'ammunition', 'selfunderstanding', 'destroy', 'world', 'fantasy']",3.86,23725.0
The Gunslinger,stephenking,"['stephenking', 'fiction', 'roland', 'world', 'last', 'gunslinger', 'track', 'enigmatic', 'man', 'black', 'toward', 'forbidding', 'dark', 'tower', 'fighting', 'force', 'mortal', 'otherworldly', 'quest', 'reissue']",3.96,1826.0
Cujo,stephenking,"['stephenking', 'fiction', 'bestseller', 'king', 'rabid', 'fan', 'acute', 'family', 'dog', 'turn', 'vicious', 'family', 'killer', 'king', 'canine', 'classic']",3.7,2575.0
For the New Intellectual,aynrand,"['aynrand', 'literary', 'collection', 'ayn', 'rand', 'first', 'nonfiction', 'worka', 'challenge', 'prevalent', 'philosophical', 'doctrine', 'time', 'atmosphere', 'guilt', 'panic', 'despair', 'boredom', 'allpervasive', 'evasion', 'create', 'incisive', 'relevant', 'today', 'sixty', 'year', 'ago', 'book', 'present', 'essential', 'ayn', 'rand', 'philosophy', 'wish', 'acquire', 'integrated', 'view', 'existence', 'title', 'essay', 'offer', 'analysis', 'western', 'culture', 'discus', 'cause', 'progress', 'decline', 'present', 'bankruptcy', 'point', 'road', 'intellectual', 'renaissance', 'one', 'controversial', 'figure', 'intellectual', 'scene', 'ayn', 'rand', 'proponent', 'moral', 'philosophyand', 'ethic', 'rational', 'selfinterestthat', 'stand', 'sharp', 'opposition', 'ethic', 'altruism', 'selfsacrifice', 'fundamental', 'moralitya', 'philosophy', 'living', 'earthare', 'vibrantly', 'set', 'forth', 'spokesman', 'new', 'class', 'new', 'intellectual']",3.68,2674.0
The Virtue of Selfishness,aynrand nathanielbranden,"['aynrand', 'nathanielbranden', 'philosophy', 'present', 'collection', 'essay', 'set', 'forth', 'moral', 'principle', 'author', 'philosophy', 'objectivism']",3.5,11122.0
The Eyes of the Dragon,stephenking,"['stephenking', 'fiction', 'flagg', 'evil', 'court', 'magician', 'see', 'mouse', 'chance', 'upon', 'grain', 'dragon', 'sand', 'behind', 'prince', 'peter', 'shelf', 'dieas', 'kingin', 'fire', 'smoke', 'plot', 'imprison', 'peter', 'needle', 'seize', 'control', 'kingdom', 'reissue']",3.93,2849.0
Skeleton Crew,stephenking,"['stephenking', 'fiction', 'ageold', 'image', 'fear', 'fuse', 'iconography', 'contemporary', 'american', 'life', 'collection', 'twentytwo', 'horror', 'tale', 'grandmaster', 'genre', 'reissue']",3.95,1857.0
It,stephenking,"['stephenking', 'fiction', 'group', 'teenager', 'stumble', 'upon', 'evil', 'force', 'eventually', 'draw', 'back', 'derry', 'maine', 'final', 'showdown', 'reissue']",4.23,293877.0
The Langoliers,stephenking,"['stephenking', 'horror', 'tale', 'flight', 'los', 'angeles', 'boston', '11', 'passenger', 'survivebut', 'landing', 'dead', 'world', 'make', 'wish', 'survived']",3.92,262.0
Matters of Choice,noahgordon,"['noahgordon', 'fiction', 'dr', 'roberta', 'cole', 'face', 'hardest', 'testwhether', 'keep', 'medical', 'secret', 'desperate', 'girl', 'betray', 'keep', 'love', 'man', 'erased', 'pain', 'failed', 'marriage', 'reprint']",3.37,2548.0
The Bone Collector,jefferydeaver,"['jefferydeaver', 'fiction', 'look', 'who', 'back', 'chill', 'reader', 'bone', 'first', 'novel', 'featuring', 'detective', 'lincoln', 'rhyme', 'new', 'york', 'time', 'bestselling', 'author', 'stone', 'monkey']",4.19,132188.0
Thinner,stephenking richardbachman,"['stephenking', 'richardbachman', 'allegory', 'use', 'school', 'library', 'old', 'gypsy', 'woman', 'killed', 'car', 'lawyer', 'billy', 'halleck', 'stricken', 'fleshwasting', 'malady', 'must', 'undertake', 'nightmarish', 'journey', 'confront', 'force', 'death']",3.7,147510.0
Ritual Sins,annestuart,"['annestuart', 'fiction', 'intent', 'destroying', 'man', 'wrung', 'million', 'dollar', 'dying', 'mother', 'rachel', 'connery', 'set', 'turn', 'table', 'notoriously', 'manipulative', 'charismatic', 'luke', 'bardell', 'man', 'relish', 'challenge', 'original']",3.69,664.0
The Running Man,stephenking richardbachman,"['stephenking', 'richardbachman', 'fiction', 'welcome', 'america', '2025', 'best', 'men', 'dont', 'run', 'president', 'run', 'thier', 'livesin', 'ultimate', 'death', 'game']",3.86,79294.0
Devil's Embrace,catherinecoulter,"['catherinecoulter', 'fiction', 'lord', 'anthony', 'welles', 'kidnaps', 'cassandra', 'brougham', 'take', 'away', 'english', 'fiance', 'italy', 'attempt', 'force', 'marry']",3.8,3319.0
The Stranger Beside Me,annrule,"['annrule', 'true', 'crime', 'perspective', 'former', 'policewoman', 'crime', 'writer', 'unknowing', 'personal', 'friend', 'tell', 'story', 'ted', 'bundy', 'brilliant', 'law', 'student', 'executed', 'killing', 'three', 'woman', 'confessed', 'killing', 'thirtyfive', 'others']",4.14,47930.0
Trauma,grahammasterton,"['grahammasterton', 'fiction', 'take', 'lot', 'disturb', 'bonnie', 'winter', 'working', 'wife', 'mother', 'whose', 'job', 'clean', 'crime', 'scene', 'deal', 'horror', 'people', 'every', 'day', 'chilling', 'short', 'novel', 'explores', 'hidden', 'menace', 'everyday', 'life', 'original']",3.54,333.0
Dead Sleep,gregiles,"['gregiles', 'fiction', 'mysterious', 'series', 'painting', 'hong', 'kong', 'art', 'museum', 'including', 'one', 'featuring', 'woman', 'bear', 'striking', 'resemblance', 'draw', 'photojournalist', 'jordan', 'glass', 'painful', 'search', 'murderer', 'twin', 'sister', 'killed', 'one', 'year', 'earlier', 'becomes', 'embroiled', 'deadly', 'duel', 'anonymous', 'killer', 'know', 'much', 'reprint']",4.04,7844.0
Blessings from the Other Side,sylviabrowne lindsayharrison,"['sylviabrowne', 'lindsayharrison', 'body', 'mind', 'spirit', 'noted', 'psychic', 'assembles', 'collection', 'reflection', 'forgiveness', 'celebration', 'anniversary', 'holiday']",3.95,38.0
The pillars of the earth,kenfollett,"['kenfollett', 'fiction', 'story', 'passion', 'idealism', 'describes', 'group', 'men', 'woman', 'middle', 'age', 'whosedestinies', 'fatefully', 'linked', 'building', 'cathedral']",4.31,530446.0
The Love You Make,peterbrown stevensgaines,"['peterbrown', 'stevensgaines', 'biography', 'autobiography', 'close', 'friend', 'business', 'manager', 'legendary', 'group', 'portrays', 'personal', 'life', 'member', 'beatles', 'youth', 'liverpool', 'rise', 'success', 'world', 'pop', 'music', 'death', 'john', 'lennon', '1980', 'reprint']",4.09,2438.0
Trapped,gregiles,"['gregiles', 'fiction', 'psychopathic', 'con', 'man', 'kidnaps', 'karen', 'jenningss', 'fiveyearold', 'daughter', 'couple', 'decides', 'fight', 'back', 'save', 'daughter', 'reissue', 'columbia', 'picture', 'film', 'releasing', 'august', '2002', 'starring', 'charlize', 'theron', 'kevin', 'bacon', 'courtney', 'love', 'suspense']",3.99,313.0
Jackdaws,kenfollett,"['kenfollett', 'fiction', 'ally', 'preparing', 'invasion', 'nazioccupied', 'europe', 'felicity', 'flick', 'clariet', 'british', 'special', 'operation', 'agent', 'must', 'take', 'job', 'destroying', 'german', 'line', 'communication', 'aid', 'allwoman', 'team']",3.95,352.0
The Oath,johnlescroart,"['johnlescroart', 'fiction', 'attorney', 'dismas', 'hardy', 'make', 'discovery', 'threatens', 'family', 'friendship', 'homicide', 'lieutenant', 'abe', 'glitsky', 'representing', 'dr', 'eric', 'kensing', 'man', 'accused', 'murdering', 'head', 'san', 'franciscos', 'largest', 'hmo']",4.02,2681.0
The Key to Rebecca,kenfollett,"['kenfollett', 'fiction', 'rommel', 'army', 'bear', 'cairo', 'ruthless', 'nazi', 'agent', 'called', 'sphinx', 'prowl', 'city', 'ancient', 'street', 'pave', 'way', 'invasion', 'one', 'stand', 'way', 'luckless', 'british', 'officer', 'jewish', 'girl', 'classic', 'suspense', 'novel', 'world', 'war', 'ii', 'reprint']",3.88,18661.0
Black Like Me,johnhowardgriffin,"['johnhowardgriffin', 'biography', 'autobiography', 'white', 'writer', 'recount', 'experience', 'american', 'south', 'following', 'treatment', 'darkened', 'skin', 'share', 'thought', 'problem', 'prejudice', 'racial', 'injustice']",4.13,52092.0
The Man from St. Petersburg,kenfollett,"['kenfollett', 'fiction', 'world', 'war', 'two', 'menone', 'noble', 'russian', 'emissary', 'denizen', 'europe', 'undergroundset', 'motion', 'concatenation', 'worldshaking', 'ultimately', 'fatal', 'event']",3.87,15320.0
Codebreakers' Victory,herviehaufler,"['herviehaufler', 'history', 'first', 'ever', 'comprehensive', 'look', 'world', 'war', 'ii', 'codebreaking', 'changed', 'history', 'veteran', 'cryptographer', 'hauflers', 'accessible', 'account', 'groundbreaking', 'work', 'based', 'year', 'research', 'interview', 'mining', 'previously', 'topsecret', 'archive', 'compelling', 'detail', 'haufler', 'show', 'u', 'cryptography', 'brought', 'japanese', 'german', 'knee', 'one', 'fought', 'frontlines', 'secret', 'war', 'could', 'tell']",4.15,39.0
No Second Chance,harlancoben,"['harlancoben', 'fiction', 'shot', 'twice', 'unseen', 'assailant', 'dr', 'marc', 'seidman', 'lie', 'hospital', 'bed', 'wife', 'killed', 'baby', 'daughter', 'vanished', 'ransom', 'note', 'arrives']",4.07,21141.0
A Case of Need,michaelcrichton,"['michaelcrichton', 'fiction', 'young', 'woman', 'dy', 'mysteriously', 'operating', 'table', 'physician', 'accused', 'murder', 'colleague', 'investigation', 'take', 'deadly', 'sex', 'drug', 'underworld', 'height', 'boston', 'society', 'search', 'truth', 'first', 'novel', 'reissue']",3.7,15655.0
The Drawing of the Three,stephenking,"['stephenking', 'fiction', 'roland', 'drawn', 'gateway', 'time', 'space', 'drugandcrimeridden', 'world', 'twentiethcentury', 'battle', 'dark', 'power', 'determined', 'prevent', 'search', 'dark', 'tower']",4.23,163647.0
A Whole Lotta Love,donnahill brendajackson monicajackson francisray,"['donnahill', 'brendajackson', 'monicajackson', 'francisray', 'fiction', 'four', 'curvaceous', 'bombshell', 'find', 'love', 'romance', 'delightful', 'collection', 'feature', 'donna', 'hill', 'rainbow', 'fullfigured', 'restaurateur', 'jessica', 'morgan', 'find', 'man', 'dream', 'pose', 'plussize', 'magazine', 'well', 'work', 'brenda', 'jackson', 'monica', 'jackson', 'francis', 'ray', 'original']",4.46,646.0
Night Over Water,kenfollett,"['kenfollett', 'fiction', 'english', 'aristocrat', 'german', 'scientist', 'murderer', 'thief', 'beautiful', 'woman', 'among', 'desperate', 'passenger', 'board', 'luxurious', 'airliner', 'ever', 'built', 'escape', 'england', 'two', 'day', '1939', 'declaration', 'war', 'germany', 'reprint', '12000', 'first', 'printing']",3.81,13965.0
Monkeewrench,pjtracy,"['pjtracy', 'fiction', 'grace', 'mcbride', 'team', 'software', 'company', 'horrified', 'event', 'murder', 'mystery', 'computer', 'game', 'replicated', 'real', 'world', 'ruthless', 'killer', 'situation', 'prompt', 'analyze', 'game', 'order', 'anticipate', 'next', 'move', 'reprint']",4.12,7696.0
On Wings of Eagles,kenfollett,"['kenfollett', 'history', 'recreates', 'harrowing', 'reallife', 'adventure', 'successful', 'prison', 'break', 'engineered', 'col', 'bull', 'simon', 'world', 'war', 'ii', 'vietnam', 'commando', 'rescued', 'two', 'texan', 'imprisoned', 'teheran', 'jail', 'behalf', 'ross', 'perot', 'reprint']",3.93,7462.0
The Agony and the Ecstasy,irvingstone,"['irvingstone', 'fiction', 'classic', 'historical', 'novel', 'honoring', 'five', 'hundredth', 'anniversary', 'artist', 'famed', 'david', 'sculpture', 'dramatizes', 'life', 'renaissance', 'artistic', 'genius', 'michelangelo', 'recall', 'love', 'affair', 'dispute', 'cardinal', 'pope', 'year', 'working', 'sistine', 'chapel', 'reprint']",4.07,903.0
The Innocent,harlancoben,"['harlancoben', 'fiction', 'year', 'released', 'jail', 'matt', 'hunter', 'hope', 'moving', 'pregnant', 'wife', 'shattered', 'becomes', 'focus', 'serial', 'murder', 'investigation']",3.96,20470.0
Dispatch,bentleylittle,"['bentleylittle', 'fiction', 'man', 'talent', 'writing', 'letter', 'get', 'result', 'editorial', 'complaint', 'love', 'lettersjason', 'handford', 'delighted', 'offered', 'job', 'write', 'letter', 'living', 'discovers', 'new', 'career', 'horrific', 'implication', 'original']",3.61,1259.0
Dark Lover,jrward,"['jrward', 'fiction', 'one', 'trusted', 'fighter', 'killed', 'orphaning', 'halfbreed', 'daughter', 'wrath', 'purebred', 'vampire', 'left', 'earth', 'find', 'beth', 'randall', 'usher', 'world', 'undead', 'must', 'fulfill', 'destiny', 'side', 'original']",4.2,250693.0
The Godfather,mariopuzo,"['mariopuzo', 'fiction', 'portrait', 'mafia', 'family', 'focus', 'life', 'time', 'patriarch', 'vito', 'corleone', 'sicilianamerican', 'godfather', 'son']",4.37,177.0
Black Sunday,thomasharris,"['thomasharris', 'fiction', 'arab', 'terrorist', 'group', 'engages', 'american', 'navy', 'pilot', 'bomb', 'super', 'bowl', 'football', 'game']",3.6,6784.0
Bitter is the New Black,jenlancaster,"['jenlancaster', 'biography', 'autobiography', 'hilarious', 'memoir', 'chronicle', 'adventure', 'misadventure', 'woman', 'whose', 'perfect', 'life', 'perfect', 'job', 'perfect', 'man', 'vanish', 'go', 'sixfigures', 'career', 'unemployment', 'original']",3.9,43933.0
A Certain Justice,johntlescroart,"['johntlescroart', 'fiction', 'novel', 'examines', 'nature', 'justiceand', 'injusticefollows', 'ordinary', 'man', 'fault', 'hounded', 'hunted', 'almost', 'destroyed', 'crime', 'commit']",4.0,2921.0
